id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
114,Singapore,Machine Learning Engineer,NLP,Mid,2,79418,10167,Master,Gaming,Medium,2,2021,Remote,54.1,4.43,11,83.49805953446511,0.139,90,9.19,72.44,7,55.48,12.3,16,23,78,80,77,59,30,20,1.21,68
115,UAE,Machine Learning Engineer,Forecasting,Mid,5,89009,16627,Bootcamp,Consulting,Large,7,2024,Onsite,40.7,3.6,13,68.69385355526836,0.183,53,3.95,76.02,12,69.34,31.7,20,81,41,70,57,98,46,20,0.98,76
116,Netherlands,Machine Learning Engineer,MLOps,Lead,13,165294,35644,Bootcamp,Consulting,Medium,2,2024,Hybrid,44.2,3.87,9,67.75157877210248,0.04,82,6.89,87.92,11,74.05,26.9,12,40,60,97,75,60,30,58,0.91,80
117,USA,AI Engineer,Computer Vision,Senior,10,142818,14320,Bootcamp,Automotive,Startup,6,2024,Onsite,41.6,3.65,6,79.93268065382182,0.058,73,8.38,68.39,9,56.5,15.8,24,75,71,76,74,64,66,95,2.03,83
118,USA,Computer Vision Engineer,Forecasting,Mid,2,103707,6266,Bootcamp,Gaming,Enterprise,3,2024,Remote,36.2,4.34,13,44.41530558774025,0.248,60,4.27,89.92,10,62.26,23.1,13,44,92,68,53,91,32,11,2.3,85
119,Singapore,Data Scientist,Forecasting,Entry,1,72735,6363,Bootcamp,Retail,Large,6,2024,Onsite,43.9,3.36,15,36.31295535243519,0.393,93,7.21,73.26,5,75.36,23.1,21,48,37,64,76,62,57,50,2.37,69
120,Australia,Software Engineer AI,Analytics,Entry,1,63530,5122,Bachelor,Gaming,Startup,6,2023,Onsite,48.6,3.81,15,46.72484683526391,0.359,85,1.66,46.39,9,88.56,12.3,19,33,93,52,51,57,74,85,1.91,53
121,Brazil,Data Scientist,NLP,Senior,11,71547,4763,PhD,Finance,Enterprise,4,2025,Onsite,46.3,4.28,20,88.1646228022098,0.083,100,4.2,88.82,14,65.02,30.7,22,17,77,75,75,73,18,91,1.64,79
122,Canada,Research Scientist,Computer Vision,Lead,19,246257,38602,Diploma,Gaming,Small,6,2022,Hybrid,43.8,3.29,8,47.1763883837765,0.047,65,8.9,65.57,3,92.78,31.3,21,40,24,87,57,79,60,28,1.84,86
123,India,Computer Vision Engineer,NLP,Mid,4,31659,5786,Bachelor,Retail,Small,4,2022,Remote,54.6,3.53,17,50.189389940385524,0.204,90,1.16,71.57,11,65.74,20.6,27,95,68,74,49,54,33,5,1.81,55
124,UAE,Software Engineer AI,NLP,Mid,3,62221,9408,Master,Education,Large,3,2022,Onsite,37.7,4.16,14,88.67194077146443,0.174,61,5.35,92.64,12,92.87,15.2,15,93,57,83,59,93,12,6,0.81,85
125,Australia,Software Engineer AI,MLOps,Mid,4,81521,17090,Diploma,Consulting,Enterprise,3,2021,Onsite,43.3,3.21,19,45.98413405656256,0.108,92,8.91,68.85,6,58.71,34.5,19,61,25,84,86,84,15,48,2.33,80
126,UAE,Computer Vision Engineer,Generative AI,Lead,15,160711,30363,Master,Automotive,Large,3,2020,Onsite,49.3,4.28,33,64.71604466185522,0.0,80,2.1,49.46,5,93.06,37.2,18,7,83,92,53,68,50,62,2.11,72
127,India,Machine Learning Engineer,NLP,Entry,0,28000,2748,PhD,Automotive,Startup,5,2022,Onsite,54.8,4.33,4,56.6657310788852,0.356,90,2.91,68.52,5,72.7,31.5,23,12,29,63,66,41,39,58,2.37,64
128,India,AI Engineer,Analytics,Lead,15,60576,8178,Master,Tech,Large,5,2023,Remote,43.7,4.26,21,31.350493756407207,0.103,90,4.57,93.49,8,87.57,32.6,17,4,41,78,68,79,42,13,0.72,67
129,Japan,Software Engineer AI,MLOps,Mid,2,57365,11884,Diploma,Healthcare,Startup,7,2020,Remote,37.5,3.36,24,39.40084704404562,0.273,44,8.32,66.6,14,77.13,27.1,25,58,79,65,54,75,72,1,0.89,65
130,Canada,AI Engineer,Generative AI,Senior,11,150533,30158,Bachelor,Retail,Small,4,2023,Remote,41.6,4.02,16,54.32727052362497,0.055,42,4.47,53.87,7,58.34,12.6,13,7,31,84,37,87,15,54,0.83,86
131,UAE,Computer Vision Engineer,LLM,Entry,1,74117,5236,Bootcamp,Finance,Large,6,2020,Remote,41.9,4.07,15,48.924490854702505,0.436,97,1.75,83.3,14,83.09,17.2,14,38,55,54,71,72,17,1,1.5,69
132,Brazil,Software Engineer AI,NLP,Mid,4,44892,6635,Bachelor,Education,Large,6,2022,Hybrid,54.6,3.96,17,68.03938848580353,0.178,99,4.96,75.84,4,80.14,32.7,26,70,65,76,80,53,36,65,1.01,70
133,Singapore,AI Engineer,Generative AI,Lead,12,165291,27857,PhD,Consulting,Startup,4,2021,Onsite,38.4,4.64,15,61.06148287985419,0.069,94,2.86,56.19,3,57.68,38.3,21,9,45,91,63,82,76,31,1.28,84
134,Japan,Machine Learning Engineer,Analytics,Senior,6,107180,20808,Bootcamp,Healthcare,Startup,4,2026,Onsite,54.8,4.33,24,2.5538960431904982,0.098,72,2.35,45.46,5,63.71,31.9,24,90,62,73,54,38,90,81,1.47,59
135,UK,Data Scientist,MLOps,Entry,1,70233,4650,Master,Consulting,Startup,2,2026,Remote,42.7,4.16,27,100.0,0.297,97,6.5,80.98,3,90.57,29.4,20,40,66,56,87,71,38,51,1.76,66
136,Singapore,Computer Vision Engineer,MLOps,Senior,7,113578,13691,PhD,Tech,Small,2,2025,Onsite,47.4,4.47,7,61.35629028396178,0.04,93,8.21,59.96,8,82.69,19.9,18,16,48,92,82,68,59,56,2.38,71
137,Australia,Computer Vision Engineer,Forecasting,Lead,17,161566,22600,Diploma,Gaming,Small,4,2020,Onsite,51.7,3.94,25,31.84598535970693,0.073,90,0.79,59.52,7,71.61,38.7,12,94,55,85,58,61,41,11,2.15,83
138,Australia,Data Scientist,Computer Vision,Senior,9,98318,16061,PhD,Gaming,Startup,7,2021,Hybrid,53.1,3.21,15,68.17367267718932,0.114,67,9.46,70.62,7,77.85,21.1,24,78,92,75,71,48,34,55,1.14,64
139,UK,Computer Vision Engineer,Analytics,Senior,8,93879,10446,Bootcamp,Consulting,Startup,5,2020,Hybrid,40.4,3.31,26,31.380054518234687,0.097,92,0.33,80.11,13,84.32,32.3,11,10,86,74,58,75,60,82,0.78,75
140,Australia,Software Engineer AI,Forecasting,Mid,2,71005,10754,Bachelor,Tech,Small,3,2026,Remote,47.3,4.76,23,70.93416669380184,0.198,42,0.7,48.84,6,77.19,34.4,30,47,47,71,25,78,50,50,2.12,65
141,Brazil,AI Engineer,Analytics,Mid,2,34067,5787,Diploma,Consulting,Medium,2,2024,Onsite,36.4,4.14,15,61.16208102081319,0.279,64,7.45,90.86,5,80.7,14.4,26,47,51,76,63,97,46,41,1.98,89
142,UAE,Research Scientist,NLP,Mid,5,89054,5239,Diploma,Finance,Startup,6,2026,Hybrid,52.7,4.44,19,41.35092276002338,0.176,65,8.41,52.04,11,68.9,25.1,13,34,100,72,68,40,38,34,1.29,65
143,Japan,Computer Vision Engineer,Forecasting,Mid,2,84151,17625,Master,Education,Medium,2,2025,Remote,41.1,3.23,16,27.12487062045256,0.17,61,1.14,90.46,4,69.62,22.6,24,23,92,75,39,77,42,57,1.1,79
144,Canada,Software Engineer AI,MLOps,Senior,9,107568,20172,PhD,Finance,Enterprise,3,2020,Onsite,41.7,3.91,17,39.72828458456534,0.059,59,5.44,99.13,14,70.83,33.5,30,23,47,88,52,81,77,66,1.06,83
145,Germany,Machine Learning Engineer,Forecasting,Mid,3,80409,13930,Bachelor,Healthcare,Small,4,2026,Onsite,42.0,4.32,21,61.63719665171536,0.272,83,5.2,67.89,12,75.55,39.1,21,60,71,76,65,75,21,17,2.28,71
146,Brazil,Machine Learning Engineer,Forecasting,Entry,0,29906,4381,Bootcamp,Automotive,Large,5,2025,Hybrid,46.5,4.17,39,32.80116112665622,0.433,67,3.66,76.71,12,77.35,23.1,12,17,41,56,53,71,12,83,2.07,66
147,Canada,Computer Vision Engineer,NLP,Lead,19,212783,23928,Bootcamp,Energy,Medium,7,2023,Onsite,39.3,3.8,11,62.22809095097894,0.058,73,6.46,57.76,5,65.61,28.6,14,56,65,83,59,85,40,8,0.9,91
148,Canada,Data Scientist,Analytics,Senior,7,95334,20138,Master,Healthcare,Small,4,2026,Onsite,47.7,4.23,22,68.35875047877623,0.099,73,7.27,57.47,7,81.8,26.0,12,33,26,93,66,71,28,82,2.05,81
149,Singapore,Research Scientist,Computer Vision,Mid,2,79593,4452,Bootcamp,Automotive,Enterprise,7,2022,Remote,36.5,4.11,31,49.8259446507936,0.218,42,4.38,80.83,12,63.43,28.7,28,20,22,73,40,95,12,85,2.21,75
150,Brazil,Software Engineer AI,LLM,Entry,1,40940,4742,Bootcamp,Tech,Startup,4,2026,Onsite,42.6,4.16,28,42.06101702304285,0.443,73,0.48,72.85,6,69.02,39.4,28,54,80,45,46,72,42,82,1.18,68
151,USA,Computer Vision Engineer,Reinforcement Learning,Senior,10,132387,22734,Diploma,Automotive,Large,4,2026,Hybrid,44.4,4.75,29,44.12834873255387,0.057,84,2.63,69.57,4,75.06,19.4,11,21,57,91,55,70,49,54,1.44,81
152,Netherlands,Computer Vision Engineer,NLP,Mid,3,96041,15374,PhD,Gaming,Enterprise,7,2026,Hybrid,53.9,3.37,13,43.317033032289295,0.123,60,7.49,69.2,14,84.19,40.2,21,52,17,88,58,57,43,98,1.71,68
153,India,Machine Learning Engineer,Computer Vision,Senior,9,56281,3961,PhD,Retail,Large,5,2021,Remote,41.7,3.37,31,53.87203857641386,0.131,75,5.74,93.02,5,75.93,33.0,13,7,38,76,60,66,49,50,1.32,72
154,Brazil,NLP Engineer,Analytics,Mid,3,39722,2059,Master,Healthcare,Medium,3,2024,Hybrid,44.8,3.59,22,58.18993813129034,0.243,78,1.3,68.3,11,86.74,13.0,24,64,40,73,46,65,21,64,2.06,57
155,USA,Machine Learning Engineer,Reinforcement Learning,Lead,19,221290,12958,Master,Energy,Large,6,2020,Hybrid,47.7,4.09,15,27.630256287341822,0.109,73,2.55,53.58,3,88.38,22.8,11,37,64,73,58,64,51,77,2.33,89
156,UAE,Computer Vision Engineer,Computer Vision,Senior,8,92051,10564,Diploma,Energy,Startup,3,2020,Hybrid,41.8,4.68,21,40.740239688675544,0.054,78,8.87,91.47,14,63.96,19.2,21,98,52,79,85,55,58,47,1.52,70
157,USA,NLP Engineer,Reinforcement Learning,Entry,0,97173,15790,PhD,Education,Enterprise,6,2026,Hybrid,51.8,3.83,12,15.66465674797169,0.383,68,7.78,55.0,4,61.27,36.8,22,65,58,56,73,70,12,98,0.58,76
158,Singapore,Research Scientist,Generative AI,Entry,0,72435,10003,PhD,Healthcare,Startup,4,2025,Onsite,51.9,3.43,20,39.21525188589422,0.444,64,0.67,90.81,8,76.61,37.3,14,26,78,35,36,42,35,66,1.36,52
159,Australia,AI Engineer,Analytics,Entry,1,81836,11054,Diploma,Tech,Small,6,2025,Hybrid,53.1,4.51,14,24.00448664561105,0.274,50,2.2,69.23,5,60.3,23.5,29,66,18,71,42,56,28,42,1.74,64
160,Brazil,Software Engineer AI,MLOps,Mid,2,45289,2462,Bootcamp,Telecom,Enterprise,4,2020,Onsite,53.8,4.48,26,41.86715554346663,0.147,95,1.89,84.83,11,82.62,22.2,27,63,91,73,66,61,48,73,2.11,64
161,France,Computer Vision Engineer,Computer Vision,Entry,0,64687,9859,Diploma,Gaming,Medium,6,2023,Hybrid,53.6,3.78,13,63.84173797741593,0.32,65,4.1,76.14,14,55.25,13.9,30,4,77,59,59,51,31,61,1.57,62
162,France,Data Analyst,NLP,Entry,0,38132,7768,Bootcamp,Education,Large,7,2022,Onsite,51.8,3.98,1,53.216302595657154,0.378,83,7.69,83.16,12,77.11,18.5,22,19,88,61,69,53,33,32,0.92,46
163,USA,Machine Learning Engineer,Analytics,Mid,2,111078,8460,Diploma,Tech,Large,3,2022,Hybrid,48.9,4.24,12,34.22147197180628,0.161,65,0.73,93.13,14,86.62,16.2,16,53,65,75,39,52,13,100,1.59,65
164,Brazil,Computer Vision Engineer,Reinforcement Learning,Entry,1,35525,2720,Bootcamp,Healthcare,Enterprise,4,2023,Onsite,37.5,4.26,28,33.45780436432639,0.342,61,9.43,72.54,10,80.79,12.7,26,49,41,72,75,97,12,23,1.36,65
165,Netherlands,Software Engineer AI,Forecasting,Senior,6,82744,5537,Master,Automotive,Enterprise,3,2022,Hybrid,45.4,4.56,37,51.47187699750957,0.0,79,2.01,62.84,11,82.06,29.8,19,29,39,96,57,66,19,99,1.71,71
166,France,Data Analyst,Analytics,Lead,19,93352,4688,Bootcamp,Gaming,Large,7,2021,Hybrid,53.9,3.49,15,54.50111980758282,0.066,57,3.21,77.68,7,71.45,15.8,13,74,87,92,52,50,75,70,0.56,67
167,Australia,NLP Engineer,LLM,Senior,7,95632,8985,PhD,Healthcare,Medium,7,2025,Remote,39.3,4.48,15,80.97921196537496,0.097,73,2.95,92.47,8,61.03,37.5,24,84,33,85,53,69,39,96,2.48,75
168,Netherlands,Data Analyst,MLOps,Mid,3,57593,9711,Master,Energy,Medium,2,2025,Onsite,54.0,3.4,19,76.28021252088968,0.14,73,2.95,51.94,14,87.54,39.7,28,31,32,84,46,59,32,7,1.42,73
169,UAE,Data Analyst,Generative AI,Mid,5,62737,4240,PhD,Tech,Startup,7,2025,Hybrid,36.0,4.5,12,48.20401618463872,0.118,93,6.82,66.12,4,81.65,41.7,14,1,71,66,72,82,53,21,0.95,74
170,Australia,Computer Vision Engineer,Analytics,Lead,19,163590,16937,PhD,Retail,Medium,7,2022,Remote,54.9,4.38,20,74.24127163495248,0.218,71,5.62,81.66,4,59.78,29.2,30,74,30,73,65,51,52,69,1.01,71
171,Japan,AI Engineer,LLM,Mid,4,94770,12793,Diploma,Telecom,Small,5,2025,Remote,47.7,3.28,29,46.728119059088385,0.16,82,8.1,61.26,14,92.3,27.7,19,5,2,78,72,55,72,39,1.04,75
172,Brazil,Machine Learning Engineer,Forecasting,Senior,11,62285,6373,Master,Automotive,Large,6,2020,Hybrid,49.9,4.53,19,61.21135678502531,0.194,83,3.59,61.67,7,93.66,30.8,16,15,43,74,73,68,58,21,2.36,67
173,Japan,Computer Vision Engineer,Analytics,Senior,11,116947,13203,PhD,Healthcare,Startup,6,2020,Onsite,42.6,3.86,19,68.87525099335441,0.072,92,7.79,66.3,6,81.39,25.3,15,79,82,72,78,57,44,52,1.8,71
174,Australia,Software Engineer AI,NLP,Entry,1,71773,8651,Master,Telecom,Startup,5,2024,Hybrid,41.0,3.61,21,45.64120177913428,0.433,62,5.08,61.25,6,76.2,32.4,10,34,50,46,49,68,42,31,1.69,62
175,Netherlands,Research Scientist,LLM,Senior,6,105884,10628,PhD,Automotive,Enterprise,7,2020,Hybrid,37.5,3.72,17,90.50575918221654,0.067,70,8.94,99.33,14,68.03,23.8,17,8,86,89,78,83,59,16,1.71,80
176,Netherlands,Research Scientist,MLOps,Mid,5,99954,13770,Bachelor,Telecom,Enterprise,7,2023,Hybrid,51.4,4.4,19,50.99545185799122,0.175,81,9.04,94.8,8,88.41,17.9,29,29,29,75,73,76,59,18,1.38,79
177,Netherlands,Data Scientist,Generative AI,Lead,14,143180,15753,Bootcamp,Education,Medium,5,2024,Onsite,50.9,4.17,29,62.995569891232094,0.09,75,5.77,87.0,13,75.94,18.8,16,98,32,87,62,65,65,88,1.83,72
178,Brazil,Machine Learning Engineer,Computer Vision,Lead,18,95161,4957,Bootcamp,Energy,Medium,2,2020,Remote,43.3,4.09,12,64.98892359221207,0.095,78,8.15,97.79,11,56.95,14.9,26,26,74,80,67,65,44,69,0.59,73
179,UK,Data Scientist,Computer Vision,Senior,6,109722,15276,Master,Energy,Large,7,2022,Onsite,44.6,3.21,13,34.1862919779764,0.08,44,8.91,81.87,10,80.67,24.3,12,66,58,89,60,85,40,8,1.48,79
180,Netherlands,Data Scientist,LLM,Lead,19,176128,26161,Bootcamp,Consulting,Enterprise,5,2026,Onsite,39.2,4.45,18,54.54275588659135,0.055,79,0.67,99.59,7,64.63,38.2,10,51,33,77,52,82,25,1,2.16,94
181,Japan,Data Analyst,Analytics,Entry,1,46711,7343,Bachelor,Tech,Large,6,2025,Remote,49.9,3.42,29,44.11608278508612,0.33,81,3.66,82.15,4,70.84,16.0,25,5,37,64,60,66,25,53,0.82,71
182,UK,Data Scientist,Forecasting,Lead,18,167396,20721,Diploma,Gaming,Large,5,2022,Remote,49.9,4.52,9,30.55005848422427,0.179,68,6.72,59.0,13,73.92,13.3,27,18,84,82,62,55,36,45,1.9,72
183,Canada,Data Scientist,Reinforcement Learning,Lead,14,158489,23211,Bachelor,Energy,Small,2,2024,Hybrid,38.5,3.71,24,50.2813874103777,0.044,81,2.63,50.76,10,60.14,29.2,27,55,69,96,47,98,22,49,0.62,94
184,Germany,Data Analyst,MLOps,Lead,14,104512,15006,Master,Gaming,Small,7,2022,Remote,36.4,3.46,1,54.31347846205032,0.035,80,8.21,54.96,3,86.63,23.5,23,79,99,93,73,88,57,3,1.37,82
185,Germany,Data Analyst,LLM,Entry,0,44967,5508,Diploma,Finance,Enterprise,6,2021,Onsite,41.4,4.38,19,28.19536447781569,0.421,61,3.92,56.46,14,60.32,31.2,11,32,95,68,55,84,12,6,1.14,73
186,Australia,Computer Vision Engineer,LLM,Mid,5,118204,11058,Master,Energy,Small,6,2025,Hybrid,48.8,3.8,15,55.003359963429524,0.19,65,2.42,93.75,6,61.05,16.6,28,41,74,81,51,70,36,77,1.16,79
187,UAE,Software Engineer AI,Reinforcement Learning,Mid,4,66330,10890,Diploma,Automotive,Small,4,2023,Hybrid,41.9,4.47,30,55.39967082176746,0.189,79,4.18,62.81,3,85.61,16.3,27,76,95,84,64,68,37,23,1.82,71
188,UAE,NLP Engineer,Generative AI,Lead,15,132458,14261,Bootcamp,Tech,Medium,4,2020,Onsite,42.0,4.27,12,49.74384618076554,0.084,71,7.72,57.72,9,64.74,21.2,23,20,39,83,70,74,34,49,0.63,73
189,UK,Computer Vision Engineer,NLP,Mid,4,102829,7541,Diploma,Retail,Medium,2,2025,Onsite,51.4,3.69,20,76.65486133970664,0.241,70,9.0,92.28,9,93.38,18.5,23,72,68,78,66,62,44,18,0.68,75
190,Australia,Data Analyst,Computer Vision,Senior,6,83954,13854,Diploma,Retail,Medium,4,2021,Remote,45.1,3.85,31,23.691022999195688,0.062,54,7.58,93.75,11,56.89,40.8,16,7,35,86,59,75,62,49,1.86,71
191,UAE,AI Engineer,Reinforcement Learning,Entry,1,56254,9460,Diploma,Retail,Enterprise,3,2022,Hybrid,37.1,3.6,20,53.405577445245974,0.359,85,2.58,49.04,7,81.53,29.9,10,28,25,59,59,93,28,95,1.33,69
192,Canada,Computer Vision Engineer,Generative AI,Mid,2,79411,15008,Master,Education,Small,6,2025,Hybrid,50.2,4.39,21,58.641882667914544,0.174,60,3.1,54.23,7,59.81,14.0,22,60,69,76,49,63,12,84,1.95,73
193,India,Research Scientist,Forecasting,Senior,6,41133,6990,Diploma,Gaming,Enterprise,2,2025,Onsite,49.5,3.75,11,57.295763098669184,0.224,57,2.38,69.43,10,82.02,27.3,20,27,48,76,42,66,23,41,2.22,63
194,Australia,AI Engineer,MLOps,Mid,4,99160,5492,Bootcamp,Healthcare,Startup,6,2021,Onsite,46.7,3.58,18,44.46593207589705,0.19,64,2.8,90.04,14,68.49,36.8,23,38,20,69,48,65,67,26,0.5,69
195,India,Data Analyst,Forecasting,Lead,12,45855,3360,Bootcamp,Education,Small,7,2021,Onsite,40.3,3.68,19,42.80469270609165,0.123,53,3.58,62.62,8,61.57,35.5,18,98,63,84,42,79,42,93,0.74,78
196,UAE,Computer Vision Engineer,NLP,Lead,19,149692,15787,Master,Healthcare,Medium,7,2021,Onsite,45.2,3.47,16,51.70611840747939,0.031,95,2.17,62.07,10,75.13,35.9,15,70,83,86,64,63,53,8,1.98,86
197,Singapore,AI Engineer,Generative AI,Entry,1,83624,5861,Master,Tech,Startup,7,2024,Remote,54.1,3.75,13,45.03362064346605,0.446,65,2.15,79.52,4,62.68,16.4,14,2,28,54,46,50,50,65,2.38,64
198,Netherlands,Software Engineer AI,Forecasting,Entry,0,67816,12912,Diploma,Education,Enterprise,2,2022,Remote,48.8,4.23,19,78.09652549536546,0.404,75,8.81,78.05,11,82.84,22.9,27,53,2,65,74,76,37,3,2.15,70
199,Singapore,Research Scientist,Generative AI,Senior,6,111260,14477,Master,Tech,Enterprise,2,2024,Remote,39.8,4.56,1,64.24388245034693,0.0,64,4.04,66.85,11,64.82,36.4,14,31,25,87,53,88,51,80,1.19,82
200,Singapore,Research Scientist,Computer Vision,Senior,6,109750,23507,PhD,Automotive,Large,5,2023,Hybrid,46.5,4.13,26,57.19266470394744,0.113,60,5.17,76.84,12,57.18,21.4,17,90,29,81,50,65,50,39,1.5,80
201,UAE,Machine Learning Engineer,Generative AI,Entry,1,58446,10313,Diploma,Finance,Large,6,2022,Hybrid,44.5,4.78,20,53.16903954004519,0.373,83,4.75,88.52,3,79.06,22.2,30,2,90,63,73,76,42,22,1.59,59
202,Canada,Computer Vision Engineer,Computer Vision,Lead,19,216227,25332,Bootcamp,Gaming,Enterprise,2,2026,Remote,50.2,3.37,13,89.91979104657403,0.074,64,3.52,74.22,6,70.83,30.4,28,61,35,88,50,59,52,6,2.11,80
203,Canada,Research Scientist,LLM,Entry,0,87006,12116,Master,Healthcare,Medium,6,2021,Remote,39.9,4.57,9,52.361946357549776,0.329,83,0.21,68.01,14,67.38,40.1,22,10,39,53,52,85,37,21,1.53,80
204,Brazil,Data Analyst,Generative AI,Lead,16,66178,4651,Master,Energy,Medium,7,2026,Onsite,45.0,4.46,4,82.09981345430491,0.13,64,8.15,51.55,4,60.62,20.6,26,96,45,80,63,76,46,7,1.54,66
205,Canada,NLP Engineer,Generative AI,Mid,5,93025,13503,PhD,Finance,Medium,2,2021,Onsite,49.7,4.34,22,53.489309412291846,0.201,84,8.85,94.41,7,78.31,15.7,24,63,30,78,74,51,14,46,0.74,75
206,Singapore,NLP Engineer,Generative AI,Lead,13,166833,13787,Bachelor,Healthcare,Enterprise,6,2024,Hybrid,46.0,4.49,16,100.0,0.136,93,3.31,52.53,6,57.79,38.8,12,11,35,81,62,66,25,20,1.28,76
207,Australia,Data Scientist,Computer Vision,Lead,12,128302,22492,Bachelor,Gaming,Medium,2,2020,Hybrid,36.2,3.93,22,50.81851911274895,0.079,64,5.34,91.51,10,59.57,19.7,21,98,35,94,68,87,82,14,2.16,80
208,UK,Machine Learning Engineer,Generative AI,Mid,3,70791,10481,Bachelor,Telecom,Large,2,2022,Remote,36.8,4.59,13,26.546485288430052,0.239,69,4.38,76.06,8,75.67,20.5,27,12,77,83,47,97,20,77,1.53,77
209,India,NLP Engineer,Generative AI,Entry,1,30554,3894,Bachelor,Automotive,Large,7,2021,Onsite,53.6,4.4,10,34.2124123658575,0.461,70,0.72,94.84,6,84.74,28.0,28,67,22,55,49,59,48,88,2.22,58
210,Australia,Data Scientist,MLOps,Mid,5,79967,13284,Diploma,Automotive,Medium,3,2023,Remote,50.6,4.28,19,36.81599676198661,0.186,81,3.98,61.55,5,62.36,34.7,23,36,54,82,62,61,55,39,1.45,67
211,Netherlands,Machine Learning Engineer,Forecasting,Senior,8,122718,25834,Bootcamp,Automotive,Small,6,2020,Remote,52.1,4.06,15,26.13246299800605,0.079,73,2.12,95.23,10,70.52,36.9,13,18,39,86,47,55,69,1,0.77,69
212,Australia,Software Engineer AI,Analytics,Lead,17,151255,19012,Diploma,Gaming,Large,7,2026,Onsite,47.9,4.23,16,38.92861646420084,0.148,71,2.2,84.47,5,94.06,23.3,19,42,78,80,44,69,37,89,2.1,76
213,Germany,Computer Vision Engineer,Analytics,Senior,8,116245,22619,PhD,Healthcare,Large,7,2020,Onsite,47.3,3.84,7,70.72789592887833,0.095,95,4.75,48.16,13,78.33,38.5,25,74,32,81,73,64,41,42,0.8,67
214,Australia,Research Scientist,Reinforcement Learning,Lead,12,151294,28029,Bootcamp,Gaming,Startup,6,2020,Remote,53.7,4.48,5,64.67531289436207,0.07,66,1.42,92.54,13,73.28,26.3,27,4,94,81,39,45,75,60,1.27,79
215,Japan,Data Analyst,Generative AI,Lead,15,112389,18785,Diploma,Automotive,Startup,3,2021,Onsite,39.0,3.75,15,62.56275929175315,0.032,69,0.78,99.35,7,74.41,17.4,17,33,85,80,44,71,65,20,2.28,75
216,Japan,NLP Engineer,Forecasting,Lead,13,122890,13495,Bootcamp,Finance,Large,5,2022,Onsite,37.5,4.06,32,78.01522998492065,0.046,74,0.64,71.23,11,70.57,38.6,23,70,5,87,45,89,22,47,2.29,88
217,Japan,Machine Learning Engineer,NLP,Entry,1,68627,14460,Bootcamp,Retail,Medium,2,2023,Onsite,45.0,3.71,12,49.38576430404018,0.479,72,3.22,49.78,13,67.13,41.0,30,52,97,60,63,74,15,43,2.39,66
218,Australia,Machine Learning Engineer,Reinforcement Learning,Entry,0,64300,7010,Bootcamp,Finance,Medium,7,2025,Onsite,46.8,3.67,27,58.21579865823243,0.371,79,5.87,49.98,11,81.72,16.0,28,89,74,65,62,70,34,29,2.2,68
219,Netherlands,Software Engineer AI,NLP,Lead,14,124305,14340,PhD,Consulting,Enterprise,2,2025,Hybrid,51.1,3.33,2,53.47324585612463,0.073,60,5.56,83.88,4,81.17,38.2,19,54,11,91,49,73,28,15,0.99,64
220,Japan,Data Scientist,Forecasting,Senior,11,136043,22066,Master,Automotive,Medium,6,2023,Hybrid,49.6,3.57,15,64.66888902629721,0.11,58,1.36,50.85,8,87.87,16.2,25,13,57,87,52,52,65,93,1.99,71
221,Japan,Computer Vision Engineer,LLM,Senior,9,134244,22941,Bachelor,Finance,Medium,2,2025,Hybrid,50.9,4.55,18,94.79603787041407,0.042,93,3.97,70.32,13,63.7,16.0,13,87,22,87,53,61,39,95,2.41,84
222,Germany,Data Scientist,Generative AI,Mid,4,67364,8905,Diploma,Gaming,Enterprise,3,2023,Hybrid,50.4,3.89,11,37.13399895225017,0.135,61,6.92,50.03,13,84.86,12.4,15,24,82,82,56,71,12,85,1.79,67
223,Australia,NLP Engineer,Forecasting,Entry,1,70106,4231,Bootcamp,Education,Small,5,2021,Hybrid,41.8,3.45,10,73.84014689105688,0.448,47,7.75,86.35,3,77.73,20.2,16,27,36,57,41,81,31,97,1.45,76
224,Japan,Machine Learning Engineer,Analytics,Entry,0,63570,10983,PhD,Energy,Small,3,2024,Hybrid,36.5,4.59,7,46.87906203992266,0.46,74,4.38,83.92,4,59.25,35.3,18,86,63,60,56,98,40,68,2.12,65
225,UAE,Software Engineer AI,Computer Vision,Lead,17,151924,18925,PhD,Education,Large,4,2021,Hybrid,51.3,4.6,13,40.95616739740477,0.104,71,2.54,74.05,12,73.69,15.2,15,87,91,83,57,63,34,39,1.8,77
226,Brazil,Machine Learning Engineer,Reinforcement Learning,Mid,2,34712,6115,PhD,Gaming,Startup,2,2025,Remote,44.5,4.31,7,65.0603073009549,0.111,86,8.56,84.89,8,88.46,41.2,14,66,50,68,80,62,55,54,2.45,72
227,Brazil,Data Scientist,Forecasting,Lead,14,60775,10074,Bootcamp,Telecom,Small,7,2024,Onsite,50.6,3.31,26,25.235521918752994,0.135,72,7.19,98.49,5,69.4,26.3,27,22,63,75,67,61,57,37,1.21,64
